t,id_,Nombre / Name,Departamento / State,Municipio / Town,,Territorio / Territory,Tipo territorio / Territory type,Grupos étnicos / Ethnic groups,Estado / Status (Estándar),,,Duración (años) / Length (years),Periodo de acreditación / Credited period,Área proyecto / Project area (hectáreas),id_empresa_responsavel,Empresa Desarrolladora / Developing company,Estándar de certificación / Certification standard,Metodología / Methodology,Verificador/Verifying company,Año validación / Year validated,URL PDD,URL OVV informe/report,Website certificador,Website proyecto,Perfil / Profile,Perfil corregido,Georreferencia de los limites del proyecto,Latitude de la centroid del proyecto,Longitude de la centroid del proyecto,Amazonia,País,Bioma,Fuente 1 / Source 1,Fuente 2 / Source 2,Fuente 3 / Source 3,Fuente 4 / Source 4,Fuente 5 / Source 5,Fuente 6 / Source 6,Fuente 6 / Source 7,notas,notas,notas,notas,
BR4867VER,4867,Project AHU REDD+,Mato Grosso,Paranatinga,MT,Privado ,,,Registration requested,,,30,2021-2051,32326,24.727.505/0001-10,Agropecuária Cavalca MT LTDA,Verra,VM0015,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=105943&IDKEY=s0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9h146095397,,Verra Search Page,,O cenário sem projeto é de extração ilegal de madeira seguida de eventos frequentes de incêndio. O projeto emprega tecnologias de proteção agrupadas em um Programa de Integridade Florestal e medidas preventivas realizadas no âmbito de um Programa de Rede Comunitária. ,"Proyecto que gira en torno a cuatro predios que conforman la hacienda privada Agrochapada en Mato Grosso. Es desarrollado por el propietario del predio, la empresa Agropecuária Chapada Dos Guimaraes S.A., y el operador del predio, la empresa Agropecuária Cavalca MT Ltda, en alianza con la desarrolladora Carbonext Tecnologia em Soluções Ambientais Ltda, una de las mayores de Brasil. Aparecía en la plataforma de Verra como habiendo ""solicitado registro"" a mayo de 2025. Al menos tres proyectos de Carbonext han estado envueltos en controversias: una investigación de Mongabay, en alianza con el Center for Climate Crime Analysis (CCCA), mostró que los proyectos Unitor y Fortaleza Ituxi ligados al empresario Ricardo Stoppe Jr. pueden haber sido usados para blanquear madera procedente de zonas deforestadas ilegalmente. La Policía Federal lanzó un operativo contra los promotores de esos dos proyectos y otro llamado Evergreen, señalando por presuntos vínculos con un esquema de acaparamiento de tierras y tala ilegal de madera, y la certificadora Verra los suspendió ""hasta que se hayan resuelto todos los problemas o incertidumbres detectados"".",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=104280&IDKEY=9iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkff143802120,,,Sim,Brasil,"Cerrado, Amazonia",Verra,Cruzagrafos,Receita Federal,Google Earth,https://www.en.aenor.com/,https://www.en.aenor.com/,,Próximo a áreas bastante degradadas,,,,
BR4857VER,4857,Projeto REDD+ AWA,Pará,Gurupá,PA,Quilombola ,"Associação dos Remanescentes de
Quilombos de Gurupá (ARQMG)",,Registration requested,,,30,2022-2052,66443,12.028.178/0001-20,Carbonext Tecnologia em Soluções Ambientais LTDA,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103630&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhd142905770,,Verra Search Page,https://www.carbonext.com.br/projects,"O projeto promoverá a conservação da floresta e reduzirá as emissões de GEE que ocorreriam devido ao desmatamento, sem prejudicar as práticas tradicionais e culturais das comunidades, como monitoramento remoto por satélite, patrulhamento terrestre, treinamentos de brigada de incêndio, treinamentos em boas práticas agrícolas, delimitação e sinalização dos limites, além de promoção e desenvolvimento socioeconómico e ambiental das 12 comunidades quilombolas.","Proyecto que gira en torno a 12 comunidades quilombolas en la isla de Marajó, en Pará, que forman parte de la Associação dos Remanescentes de Quilombos de Gurupá (ARQMG). Es desarrollado en alianza con la desarrolladora Carbonext Tecnologia em Soluções Ambientais Ltda, una de las mayores de Brasil, y con otra empresa, Campo Verde Agência de Negócios Imobiliários e Serviços Ambientais Ltda, figurando como asociada en los documentos del proyecto. Aparecía en la plataforma de Verra como habiendo ""solicitado registro"" a mayo de 2025. Al menos tres proyectos de Carbonext han estado envueltos en controversias: una investigación de Mongabay, en alianza con el Center for Climate Crime Analysis (CCCA), mostró que los proyectos Unitor y Fortaleza Ituxi ligados al empresario Ricardo Stoppe Jr. pueden haber sido usados para blanquear madera procedente de zonas deforestadas ilegalmente. La Policía Federal lanzó un operativo contra los promotores de esos dos proyectos y otro llamado Evergreen, señalando por presuntos vínculos con un esquema de acaparamiento de tierras y tala ilegal de madera, y la certificadora Verra los suspendió ""hasta que se hayan resuelto todos los problemas o incertidumbres detectados"".",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103641&IDKEY=diquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfs142920939," 1º37'39.504""S","51º47'38.393""W ",Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,IBGE,INCRA,,,,,,
BR4857VER,4857,Projeto REDD+ AWA,Pará,Gurupá,PA,Quilombola ,"Associação dos Remanescentes de
Quilombos de Gurupá (ARQMG)",,Registration requested,,,30,2022-2052,66443,03.486.071/0001-34,Associação dos Remanescentes de Quilombos de Gurupá - ARQMG ,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103630&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhd142905770,,Verra Search Page,https://www.carbonext.com.br/projects,"O projeto promoverá a conservação da floresta e reduzirá as emissões de GEE que ocorreriam devido ao desmatamento, sem prejudicar as práticas tradicionais e culturais das comunidades, como monitoramento remoto por satélite, patrulhamento terrestre, treinamentos de brigada de incêndio, treinamentos em boas práticas agrícolas, delimitação e sinalização dos limites, além de promoção e desenvolvimento socioeconómico e ambiental das 12 comunidades quilombolas.","Proyecto que gira en torno a 12 comunidades quilombolas en la isla de Marajó, en Pará, que forman parte de la Associação dos Remanescentes de Quilombos de Gurupá (ARQMG). Es desarrollado en alianza con la desarrolladora Carbonext Tecnologia em Soluções Ambientais Ltda, una de las mayores de Brasil, y con otra empresa, Campo Verde Agência de Negócios Imobiliários e Serviços Ambientais Ltda, figurando como asociada en los documentos del proyecto. Aparecía en la plataforma de Verra como habiendo ""solicitado registro"" a mayo de 2025. Al menos tres proyectos de Carbonext han estado envueltos en controversias: una investigación de Mongabay, en alianza con el Center for Climate Crime Analysis (CCCA), mostró que los proyectos Unitor y Fortaleza Ituxi ligados al empresario Ricardo Stoppe Jr. pueden haber sido usados para blanquear madera procedente de zonas deforestadas ilegalmente. La Policía Federal lanzó un operativo contra los promotores de esos dos proyectos y otro llamado Evergreen, señalando por presuntos vínculos con un esquema de acaparamiento de tierras y tala ilegal de madera, y la certificadora Verra los suspendió ""hasta que se hayan resuelto todos los problemas o incertidumbres detectados"".",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103641&IDKEY=diquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfs142920939," 1º37'39.504""S","51º47'38.393""W ",Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,IBGE,INCRA,,,,,,
BR4857VER,4857,Projeto REDD+ AWA,Pará,Gurupá,PA,Quilombola ,"Associação dos Remanescentes de
Quilombos de Gurupá (ARQMG)",,Registration requested,,,30,2022-2052,66443,42.161.900/0001-60,Campo Verde Agência de Negócios Imobiliários e Serviços Ambientais LTDA ,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103630&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhd142905770,,Verra Search Page,https://www.carbonext.com.br/projects,"O projeto promoverá a conservação da floresta e reduzirá as emissões de GEE que ocorreriam devido ao desmatamento, sem prejudicar as práticas tradicionais e culturais das comunidades, como monitoramento remoto por satélite, patrulhamento terrestre, treinamentos de brigada de incêndio, treinamentos em boas práticas agrícolas, delimitação e sinalização dos limites, além de promoção e desenvolvimento socioeconómico e ambiental das 12 comunidades quilombolas.","Proyecto que gira en torno a 12 comunidades quilombolas en la isla de Marajó, en Pará, que forman parte de la Associação dos Remanescentes de Quilombos de Gurupá (ARQMG). Es desarrollado en alianza con la desarrolladora Carbonext Tecnologia em Soluções Ambientais Ltda, una de las mayores de Brasil, y con otra empresa, Campo Verde Agência de Negócios Imobiliários e Serviços Ambientais Ltda, figurando como asociada en los documentos del proyecto. Aparecía en la plataforma de Verra como habiendo ""solicitado registro"" a mayo de 2025. Al menos tres proyectos de Carbonext han estado envueltos en controversias: una investigación de Mongabay, en alianza con el Center for Climate Crime Analysis (CCCA), mostró que los proyectos Unitor y Fortaleza Ituxi ligados al empresario Ricardo Stoppe Jr. pueden haber sido usados para blanquear madera procedente de zonas deforestadas ilegalmente. La Policía Federal lanzó un operativo contra los promotores de esos dos proyectos y otro llamado Evergreen, señalando por presuntos vínculos con un esquema de acaparamiento de tierras y tala ilegal de madera, y la certificadora Verra los suspendió ""hasta que se hayan resuelto todos los problemas o incertidumbres detectados"".",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103641&IDKEY=diquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfs142920939," 1º37'39.504""S","51º47'38.393""W ",Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,IBGE,INCRA,,,,,,
BR4850VER,4850,Amazonas APD Grouped Project,Amazonas,Borba,AM,Privado ,,,Inactive,,,100,2023-2123,26080,39.693.526/0001-30,BRCarbon Serviços Ambientais LTDA,Verra,VM0007,KBS Certification Services Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=104056&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3s143493224,,Verra Search Page,Projeto Agrupado Amazonas - BRCarbon,"O principal objetivo do GPD é criar incentivos econômicos positivos aos proprietários de terras para a conservação da floresta tropical em áreas privadas, por meio da geração de renda proveniente da comercialização de créditos de carbono.","Proyecto que gira en torno a cuatro predios privados que conforman la hacienda privada Agrochapada en Mato Grosso. Es desarrollado por los propietarios de los predios, la empresa Incorporadora Manicoré Ltda por un lado y las personas Marcelo Abreu Ribeiro, Álvaro Abreu Ribeiro, Paola Abreu Ribeiro de Souza Leão y Patrícia Abreu Ribeiro Noto por el otro, en alianza con la desarrolladora BRCarbon Serviços Ambientais Ltda. Aparecía en la plataforma de Verra como ""inactivo"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103225&IDKEY=fq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhg142347275,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,https://kbscertification.com/,,,"Os donos das terras são pessoas físicas: Marcelo Abreu Ribeiro, Álvaro Abreu Ribeiro, Paola Abreu Ribeiro De Souza Leão, Patrícia Abreu Ribeiro Noto",,,,
BR4850VER,4850,Amazonas APD Grouped Project,Amazonas,Borba,AM,Privado ,,,Inactive,,,100,2023-2123,26080,46.590.622/0001-18,Incorporadora Manicoré LTDA,Verra,VM0007,KBS Certification Services Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=104056&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3s143493224,,Verra Search Page,Projeto Agrupado Amazonas - BRCarbon,"O principal objetivo do GPD é criar incentivos econômicos positivos aos proprietários de terras para a conservação da floresta tropical em áreas privadas, por meio da geração de renda proveniente da comercialização de créditos de carbono.","Proyecto que gira en torno a cuatro predios privados que conforman la hacienda privada Agrochapada en Mato Grosso. Es desarrollado por los propietarios de los predios, la empresa Incorporadora Manicoré Ltda por un lado y las personas Marcelo Abreu Ribeiro, Álvaro Abreu Ribeiro, Paola Abreu Ribeiro de Souza Leão y Patrícia Abreu Ribeiro Noto por el otro, en alianza con la desarrolladora BRCarbon Serviços Ambientais Ltda. Aparecía en la plataforma de Verra como ""inactivo"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103225&IDKEY=fq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhg142347275,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,https://kbscertification.com/,,,"Os donos das terras são pessoas físicas: Marcelo Abreu Ribeiro, Álvaro Abreu Ribeiro, Paola Abreu Ribeiro De Souza Leão, Patrícia Abreu Ribeiro Noto",,,,
BR4825VER,4825, Evergreen II REDD+,Amazonas, Apuí,AM,Privado ,,,Under development,Cartório de Registro de Imóveis de Apuí, 224CRI,30,2020-2050,36990,23.831.247/0001-55, Ituxi Administração e Participação LTDA,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=105411&IDKEY=K0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9f145361769,,Verra Search Page,,"Os proponentes do Projeto adoptarão medidas de conservação adicionais: monitorização por deteção remota das alterações na cobertura do solo utilizando imagens de satélite, monitorização da desflorestação e dos focos de calor, aumento da vigilância contratando segurança privada, e implementação de um plano de vigilância terrestre, aquática e aérea utilizando quadriciclos, barcos, drones e um avião, construção de bases de segurança e fornecimento de sinal de internet para melhorar a comunicação de denúncias de desflorestação ilegal. ","Proyecto que gira en torno a la hacienda privada  Alvorada en Amazonas. Es desarrollado por la propietaria del predio, la empresa Ituxi Administração e Participação Ltda, en alianza con la desarrolladora Pau Brasil Assessoria Florestal. Aparecía en la plataforma de Verra como ""en desarrollo"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=102374&IDKEY=9903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfj141173746,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR4825VER,4825, Evergreen II REDD+,Amazonas, Apuí,AM,Privado ,,,Under development,Cartório de Registro de Imóveis de Apuí, 224CRI,30,2020-2050,36990,45.879.260/0001-17, Pau Brasil Assessoria Florestal,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=105411&IDKEY=K0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9f145361769,,Verra Search Page,,"Os proponentes do Projeto adoptarão medidas de conservação adicionais: monitorização por deteção remota das alterações na cobertura do solo utilizando imagens de satélite, monitorização da desflorestação e dos focos de calor, aumento da vigilância contratando segurança privada, e implementação de um plano de vigilância terrestre, aquática e aérea utilizando quadriciclos, barcos, drones e um avião, construção de bases de segurança e fornecimento de sinal de internet para melhorar a comunicação de denúncias de desflorestação ilegal. ","Proyecto que gira en torno a la hacienda privada  Alvorada en Amazonas. Es desarrollado por la propietaria del predio, la empresa Ituxi Administração e Participação Ltda, en alianza con la desarrolladora Pau Brasil Assessoria Florestal. Aparecía en la plataforma de Verra como ""en desarrollo"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=102374&IDKEY=9903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfj141173746,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR4747VER,4747,Pantanal REDD+ Program,Mato Grosso do Sul,"Aquidauana, Miranda e Corumbá",MS,Privado ,,,Under validation,,,40,2021-2061,23269,09.720.550/0001-50,Biofílica Ambipar Environment Investments,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=106482&IDKEY=3097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn870146838678,,Verra Search Page,,"O Programa REDD+ Pantanal é composto por 11 propriedades privadas e tem com data da compra da fazenda Santa Sofia, em 2021.O programa tem um período de crédito de 50 anos com as seguintes atividades: diagnósticos sócio-econômicos, de biodiversidade e de estoque de carbono, workshops de formação contínua para os trabalhadores; monitoramento da biodiversidade e espécies ameaçadas de extinção, do desmatamento e das emissões por meio de imagens de satélite e vigilância patrimonial.","Proyecto que gira en torno a 11 propiedades privadas en Mato Grosso do Sul (llamadas Salinas, Porto Cyríaco, Embiara, Havaí, Fazendinha, Barranco Alto, Estância Caiman, Vera Lúcia, Eldorado do Rio Negro, Santa Sofia y Primavera). Es desarrollado por la desarrolladora Biofílica Ambipar Environment Investments, una de las mayores de Brasil. También figuran en los documentos del proyecto el Instituto Taquari Vivo (ITV) y las empresas Restaura Consultoria Ambiental e Treinamentos Ltda, STA Soluções Técnicas e Serviços de Engenharia Ambiental Ltda, Monteiro de Barros Sociedade de Advogados y Associação Aliança 5P como consultores y apoyo en el proyecto. Los propietarios de los predios no son identificados en el documento de diseño de proyecto (PDD). Aparecía en la plataforma de Verra como ""en validación"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=104321&IDKEY=7097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87143858659,,,Não,Brasil,Pantanal,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,"Há no entorno a presença do Parque Estadual do Pantanal do Rio Negro e da Terra Indígena Cachoeirinha, localizada nas proximidades dos rios Vermelho e Rio Negro",Obs.: analisar partes brancas da TI que estão dentro da área do projeto,https://www.correiodecorumbapantanal.com.br/agronegocio/programa-de-creditos-de-carbono-no-pantanal-e-apresentado-a-produtores-rurais,,
BR4747VER,4747,Pantanal REDD+ Program,Mato Grosso do Sul,"Aquidauana, Miranda e Corumbá",MS,Privado ,,,Under validation,,,40,2021-2061,23269,42.551.951/0001-07,Instituto Taquari Vivo - ITV,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=106482&IDKEY=3097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn870146838678,,Verra Search Page,,"O Programa REDD+ Pantanal é composto por 11 propriedades privadas e tem com data da compra da fazenda Santa Sofia, em 2021.O programa tem um período de crédito de 50 anos com as seguintes atividades: diagnósticos sócio-econômicos, de biodiversidade e de estoque de carbono, workshops de formação contínua para os trabalhadores; monitoramento da biodiversidade e espécies ameaçadas de extinção, do desmatamento e das emissões por meio de imagens de satélite e vigilância patrimonial.","Proyecto que gira en torno a 11 propiedades privadas en Mato Grosso do Sul (llamadas Salinas, Porto Cyríaco, Embiara, Havaí, Fazendinha, Barranco Alto, Estância Caiman, Vera Lúcia, Eldorado do Rio Negro, Santa Sofia y Primavera). Es desarrollado por la desarrolladora Biofílica Ambipar Environment Investments, una de las mayores de Brasil. También figuran en los documentos del proyecto el Instituto Taquari Vivo (ITV) y las empresas Restaura Consultoria Ambiental e Treinamentos Ltda, STA Soluções Técnicas e Serviços de Engenharia Ambiental Ltda, Monteiro de Barros Sociedade de Advogados y Associação Aliança 5P como consultores y apoyo en el proyecto. Los propietarios de los predios no son identificados en el documento de diseño de proyecto (PDD). Aparecía en la plataforma de Verra como ""en validación"" a mayo de 2025.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=104321&IDKEY=7097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87143858659,,,Não,Brasil,Pantanal,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,Um dos sócios também é ligado ao banco Itaú,,,,
